,name,rating,reviews,type,hq,old,employees
286,Cholamandalam MS General...,4.1,721 Reviews,Joint Venture,Chennai + 177 more,19 years old,10000+ employees
287,Sobha,4.2,720 Reviews,Public,Bangalore + 23 more,25 years old,1001-5000 employees
288,Amara Raja Group,4.1,719 Reviews,Public,Tirupati + 51 more,35 years old,10000+ employees
289,Power Mech Projects,3.9,718 Reviews,Public,Hyderabad + 65 more,21 years old,10000+ employees
290,Computer Sciences Corpor...,3.5,717 Reviews,Private,Virginia + 27 more,61 years old,10000+ employees
291,Raymond,4.3,715 Reviews,Public,Mumbai + 74 more,95 years old,10000+ employees
292,GSK Pharmaceuticals,4.3,713 Reviews,Gothenberg + 101 more,93 years old,10000+ employees,
293,Vertex Customer Solution...,3.7,712 Reviews,Private,Panchkula + 29 more,10 years old,10000+ employees
294,Conduent,3.5,709 Reviews,Private,"Florham Park,New Jersey + 11 more",3 years old,10000+ employees
295,GlobalLogic,3.7,705 Reviews,Private,San Jose + 14 more,20 years old,10000+ employees
296,Emami,3.9,705 Reviews,Public,Kolkata + 94 more,46 years old,10000+ employees
297,IDBI Bank,4.0,704 Reviews,Public,Mumbai + 179 more,56 years old,10000+ employees
298,Brakes India,4.2,704 Reviews,Partnership,Chennai + 36 more,58 years old,5001-10000 employees
299,Nayara Energy,4.2,702 Reviews,Mumbai + 62 more,31 years old,10000+ employees,
300,Quess,4.0,701 Reviews,Public,Bangalore + 110 more,13 years old,10000+ employees
301,Indus Towers,4.1,700 Reviews,Private,Gurgaon + 64 more,13 years old,10000+ employees
302,Aon Hewitt,3.9,699 Reviews,Private,London + 11 more,80 years old,10000+ employees
303,Essar Steel,4.0,697 Reviews,Private,Mumbai + 26 more,22 years old,10000+ employees
304,Reliance Digital,4.2,696 Reviews,Private,Mumbai + 120 more,13 years old,10000+ employees
305,Iksula,4.1,692 Reviews,Partnership,Mumbai + 103 more,13 years old,1001-5000 employees
306,Virtusa Consulting Servi...,3.3,691 Reviews,Private,Southborough + 10 more,24 years old,10000+ employees
307,Tata AIG General Insuran...,3.9,689 Reviews,Private,Mumbai + 115 more,19 years old,1001-5000 employees
308,GVK Emergency Management...,3.9,680 Reviews,Partnership,Hyderabad + 63 more,15 years old,10000+ employees
309,Hindustan Aeronautical,4.3,679 Reviews,Private,Bangalore + 22 more,80 years old,10000+ employees
310,Bharti AXA Life Insuranc...,3.9,678 Reviews,Private,Mumbai + 125 more,14 years old,1001-5000 employees
311,ICICI Securities,3.8,676 Reviews,Public,Mumbai + 79 more,25 years old,5001-10000 employees
312,Berger Paints,3.9,676 Reviews,Public,West Bengal + 110 more,97 years old,5001-10000 employees
313,Zensar Technologies,3.4,674 Reviews,Public,Pune + 10 more,29 years old,10000+ employees
314,CMS Infosystems,3.7,673 Reviews,Private,Mumbai + 93 more,11 years old,10000+ employees
315,Gabriel India,4.3,669 Reviews,Public,Pune + 26 more,59 years old,10000+ employees
316,PolicyBazaar,3.7,667 Reviews,Private,Gurgaon + 7 more,12 years old,5001-10000 employees
317,Dainik Bhaskar Group Of ...,3.9,665 Reviews,Public,Bhopal + 86 more,62 years old,10000+ employees
318,Parle Products,4.0,663 Reviews,Private,Mumbai + 95 more,91 years old,10000+ employees
319,Godrej Group,4.2,663 Reviews,Public,Mumbai + 92 more,123 years old,10000+ employees
320,Britannia,4.2,663 Reviews,Public,Bangalore + 91 more,128 years old,10000+ employees
321,HDFC Ergo General Insura...,4.1,662 Reviews,Public,Mumbai + 92 more,18 years old,1001-5000 employees
322,Oberoi Group of Hotels,4.4,660 Reviews,Private,Delhi + 23 more,86 years old,10000+ employees
323,Dalmia Bharat Cement,4.2,660 Reviews,Public,New Delhi + 82 more,81 years old,10000+ employees
324,Delphi TVS,4.2,659 Reviews,Private,Tamil Nadu + 17 more,31 years old,10000+ employees
325,ADP Solutions,4.1,657 Reviews,Private,New Jersey + 6 more,71 years old,10000+ employees
326,Lucas-TVS,4.1,657 Reviews,Private,Chennai + 31 more,57 years old,5001-10000 employees
327,The Himalaya Drug Compan...,4.3,653 Reviews,Private,Bangalore + 81 more,90 years old,10000+ employees
328,Sigma Electric Manufactu...,3.9,652 Reviews,Private,Sigma Drive Garner + 9 more,38 years old,5001-10000 employees
329,Aricent,3.6,650 Reviews,Private,California + 11 more,29 years old,10000+ employees
330,The Jaypee Group,4.1,646 Reviews,Public,Noida + 61 more,62 years old,10000+ employees
331,KFC,4.3,646 Reviews,Private,Plano + 92 more,68 years old,10000+ employees
332,Deloitte Support Service...,4.0,644 Reviews,Hyderabad + 18 more,16 years old,1001-5000 employees,
333,Crompton Greaves,4.1,643 Reviews,Public,Mumbai + 53 more,142 years old,10000+ employees
334,Cadila Pharmaceuticals,3.8,642 Reviews,Public,Ahmedabad + 66 more,69 years old,10000+ employees
335,BT Group,4.0,642 Reviews,Private,London + 7 more,174 years old,10000+ employees
336,Panasonic,4.1,641 Reviews,Private,Osaka + 87 more,102 years old,10000+ employees
337,Whirlpool,4.0,640 Reviews,Public,Benton Harbor + 74 more,109 years old,10000+ employees
338,Gannon Dunkerley,3.9,639 Reviews,Private,Mumbai + 42 more,96 years old,10000+ employees
339,Dharampal Satyapal Group,4.1,637 Reviews,Private,Noida + 73 more,91 years old,10000+ employees
340,Shree Cement,4.3,636 Reviews,Public,Kolkata + 85 more,41 years old,5001-10000 employees
341,Sony,4.4,632 Reviews,Public,Tokyo + 90 more,74 years old,10000+ employees
342,Intex Technologies,3.8,632 Reviews,Public,New Delhi + 62 more,24 years old,10000+ employees
343,SRF,4.2,631 Reviews,Public,Gurugram + 25 more,50 years old,10000+ employees
344,Toyota Kirloskar Motor,4.3,630 Reviews,Private,Bangalore + 47 more,23 years old,5001-10000 employees
345,Taj Hotels Resorts and P...,4.4,628 Reviews,Mumbai + 43 more,117 years old,10000+ employees,
346,Endurance Technologies,3.9,628 Reviews,Public,Aurangabad + 22 more,35 years old,1001-5000 employees
347,Narayana Health,4.2,626 Reviews,Bengaluru + 36 more,20 years old,10000+ employees,
348,Hinduja Group,4.0,625 Reviews,Public,Mumbai + 136 more,106 years old,10000+ employees
349,Access Healthcare,3.9,625 Reviews,Private,Chennai + 7 more,9 years old,10000+ employees
350,Coromandel International,4.1,621 Reviews,Public,Secunderabad + 86 more,59 years old,10000+ employees
351,GeBBS Healthcare Solutio...,3.9,621 Reviews,Private,California + 5 more,15 years old,10000+ employees
352,Uflex,4.0,621 Reviews,Public,Noida + 24 more,35 years old,10000+ employees
353,Metro,4.0,621 Reviews,Private,Bangalore + 38 more,56 years old,10000+ employees
354,Kalpataru Power Transmis...,4.1,620 Reviews,Public,Mumbai + 82 more,51 years old,10000+ employees
355,HDFC Sales,4.1,619 Reviews,Private,Mumbai + 140 more,16 years old,5001-10000 employees
356,TVS Logistics Services,4.1,619 Reviews,Private,Chennai + 70 more,16 years old,10000+ employees
357,Barclays Shared Services,4.2,618 Reviews,Private,Noida + 9 more,13 years old,10000+ employees
358,Yazaki,4.0,615 Reviews,Private,Tokyo + 26 more,79 years old,10000+ employees
359,Fiserv,4.0,614 Reviews,Private,Brookfield + 17 more,36 years old,10000+ employees
360,Consolidated Contractors...,4.5,614 Reviews,Public,Marousi + 29 more,68 years old,10000+ employees
361,Robert Bosch Engineering...,3.9,613 Reviews,Private,Bangalore + 8 more,30 years old,10000+ employees
362,Adecco Group,3.9,613 Reviews,Private,Zurich + 86 more,24 years old,10000+ employees
363,Parle Agro,4.2,613 Reviews,Private,Mumbai + 91 more,35 years old,10000+ employees
364,WABCO,4.1,612 Reviews,Public,Berne + 24 more,151 years old,10000+ employees
365,Aforeserve.com,3.5,612 Reviews,Private,Noida + 90 more,20 years old,1001-5000 employees
366,AXA Business Services,3.8,607 Reviews,Private,Bangalore + 2 more,20 years old,10000+ employees
367,Cogent E Services,3.4,607 Reviews,Private,Noida + 14 more,16 years old,5001-10000 employees
368,Volkswagen,4.2,599 Reviews,Private,Berlin + 77 more,83 years old,10000+ employees
369,International Tractors,4.1,597 Reviews,Private,Hoshiarpur + 73 more,51 years old,10000+ employees
370,Angel Broking,3.8,594 Reviews,Private,Mumbai + 85 more,33 years old,5001-10000 employees
371,Swiggy,4.0,594 Reviews,Private,Bangalore + 79 more,6 years old,10000+ employees
372,TVS Credit Services,4.2,594 Reviews,Public,Chennai + 132 more,11 years old,10000+ employees
373,Sify Technologies,3.8,593 Reviews,Private,Chennai + 53 more,25 years old,1001-5000 employees
374,Info Edge,3.9,593 Reviews,Public,Noida + 40 more,25 years old,1001-5000 employees
375,Future Generali India In...,3.8,591 Reviews,Private,Mumbai + 96 more,13 years old,1001-5000 employees
376,Samsung Mobile,4.4,591 Reviews,Private,Suwon-si + 166 more,51 years old,10000+ employees
377,Sopra Steria,3.8,588 Reviews,Private,Paris + 8 more,52 years old,10000+ employees
378,Varroc Group,3.9,588 Reviews,Public,Aurangabad + 22 more,32 years old,10000+ employees
379,Johnson Controls,4.0,587 Reviews,Public,Cork + 41 more,135 years old,10000+ employees
380,Ocwen Financial Solution...,3.8,586 Reviews,Private,Florida + 3 more,32 years old,10000+ employees
381,Bharat Petroleum,4.3,586 Reviews,Private,Mumbai + 107 more,68 years old,10000+ employees
382,Reckitt Benckiser,4.1,586 Reviews,Private,Slough + 68 more,197 years old,10000+ employees
383,iQor Global Services,4.0,586 Reviews,Private,Saint Petersburg + 46 more,63 years old,10000+ employees
384,Exl India,3.6,584 Reviews,New Delhi + 15 more,63 years old,10000+ employees,
385,United Phosphorus,4.3,583 Reviews,Public,Mumbai + 59 more,51 years old,10000+ employees
386,V-mart,4.2,578 Reviews,Public,Gurgaon + 107 more,18 years old,1001-5000 employees
387,Telenor,4.4,573 Reviews,Private,Fornebu + 107 more,165 years old,10000+ employees
388,jCB,4.1,573 Reviews,Private,Rocester + 50 more,41 years old,10000+ employees
389,Mahindra Rural Housing F...,4.2,573 Reviews,Public,Mumbai + 165 more,13 years old,10000+ employees
390,Datamatics Global Servic...,3.5,571 Reviews,Public,Mumbai + 13 more,45 years old,10000+ employees
391,Badve Engineering,4.0,571 Reviews,Private,Pune + 24 more,24 years old,1001-5000 employees
392,Kansai Nerolac Paints,3.8,570 Reviews,Public,Mumbai + 93 more,100 years old,10000+ employees
393,InterGlobe Technologies,3.8,568 Reviews,Public,Gurugram + 20 more,22 years old,10000+ employees
394,Saint-Gobain,4.1,568 Reviews,Private,Paris + 48 more,355 years old,10000+ employees
395,ValueLabs,3.2,567 Reviews,Private,Hyderabad + 9 more,23 years old,5001-10000 employees
396,Kent RO Systems,3.5,567 Reviews,Private,Noida + 86 more,21 years old,1001-5000 employees
397,JK Cement,4.2,567 Reviews,Public,Kanpur + 99 more,46 years old,10000+ employees
398,Trident Group,3.7,565 Reviews,Public,Ludhiana + 26 more,30 years old,10000+ employees
399,Sterlite Technologies,4.2,565 Reviews,Public,Pune + 38 more,32 years old,1001-5000 employees
400,Tata Technologies,3.7,564 Reviews,Private,Singapore + 21 more,31 years old,10000+ employees
401,SGS,4.0,562 Reviews,Private,Geneva + 52 more,142 years old,10000+ employees
402,Utkarsh Small Finance Ba...,3.9,561 Reviews,Public,Varanasi + 83 more,11 years old,5001-10000 employees
403,Lodha group,4.0,559 Reviews,Private,Mumbai + 15 more,40 years old,5001-10000 employees
404,Mother Dairy Fruit & Veg...,4.2,558 Reviews,Private,Noida + 68 more,46 years old,5001-10000 employees
405,SRL Diagnostics,4.0,557 Reviews,Private,Gurugram + 85 more,25 years old,5001-10000 employees
406,Tata Sky,4.3,554 Reviews,Public,Mumbai + 95 more,14 years old,1001-5000 employees
407,GMR Group,4.2,554 Reviews,Public,New Delhi + 33 more,42 years old,10000+ employees
408,Tikona Infinet,3.8,553 Reviews,Private,Mumbai + 34 more,12 years old,1001-5000 employees
409,Myntra,4.1,548 Reviews,Private,Bangalore + 45 more,13 years old,10000+ employees
410,Microland,3.5,547 Reviews,Public,Bengaluru + 24 more,31 years old,1001-5000 employees
411,BYJU'S,3.0,547 Reviews,Private,Bangalore + 47 more,9 years old,10000+ employees
412,Johnson & Johnson,4.3,546 Reviews,Private,New Brunswick + 76 more,133 years old,10000+ employees
413,Akums Drugs & Pharmaceut...,4.2,546 Reviews,Private,New Delhi + 14 more,16 years old,5001-10000 employees
414,DHL Express,4.2,544 Reviews,Private,Bonn + 56 more,51 years old,10000+ employees
415,Inox Leisure,4.2,544 Reviews,Public,Mumbai + 66 more,21 years old,10000+ employees
416,Kotak Securities,3.9,543 Reviews,Private,Mumbai + 67 more,26 years old,5001-10000 employees
417,Akzo Nobel India,4.2,538 Reviews,Public,Gurugram + 88 more,66 years old,10000+ employees
418,Walmart,4.2,537 Reviews,Private,Bentonville + 42 more,58 years old,10000+ employees
419,Procter & Gamble,4.3,536 Reviews,Private,Cincinnati + 106 more,183 years old,10000+ employees
420,Bharat Forge,4.0,535 Reviews,Public,Pune + 9 more,54 years old,10000+ employees
421,Adani Wilmar,4.2,535 Reviews,Public,Ahmedabad + 71 more,21 years old,10000+ employees
422,Bharat Financial Inclusi...,4.4,533 Reviews,Public,Hyderabad + 128 more,22 years old,10000+ employees
423,Relaxo Footwear,4.0,533 Reviews,Public,New Delhi + 68 more,44 years old,10000+ employees
424,Pantaloons,4.2,531 Reviews,Public,Mumbai + 80 more,23 years old,10000+ employees
425,GAMMON INDIA,4.1,531 Reviews,Public,Mumbai + 55 more,101 years old,10000+ employees
426,Marriott International,4.4,529 Reviews,Private,Bethesda + 43 more,93 years old,10000+ employees
427,Max Fashion,4.4,529 Reviews,Private,Abu Dhabi + 83 more,16 years old,5001-10000 employees
428,General Electric Interna...,4.2,528 Reviews,Private,Boston + 36 more,128 years old,10000+ employees
429,Verizon,3.6,525 Reviews,Private,New York + 6 more,20 years old,10000+ employees
430,Dr Lal PathLabs,4.3,525 Reviews,Public,Gurugram + 71 more,71 years old,1001-5000 employees
431,USHA International,4.1,523 Reviews,Public,Gurgaon + 58 more,85 years old,5001-10000 employees
432,JW Marriott,4.5,520 Reviews,Private,"Washington,D.C. + 22 more",93 years old,10000+ employees
433,Novartis Healthcare,4.1,520 Reviews,Public,Basel + 39 more,24 years old,10000+ employees
434,Reliance General Insuran...,3.9,519 Reviews,Private,Mumbai + 111 more,20 years old,5001-10000 employees
435,Sapient Corporation,3.6,517 Reviews,Private,Boston + 6 more,30 years old,10000+ employees
436,Apotex Research,4.5,517 Reviews,Private,Toronto + 4 more,46 years old,10000+ employees
437,ITC Hotels,4.4,516 Reviews,Public,Kolkata + 47 more,45 years old,10000+ employees
438,NTPC,4.4,516 Reviews,Private,New Delhi + 54 more,45 years old,10000+ employees
439,Motherson Automotive Tec...,4.1,516 Reviews,Private,Noida + 26 more,23 years old,10000+ employees
440,Reliance Trends,4.2,516 Reviews,Private,Mumbai + 120 more,14 years old,5001-10000 employees
441,AECOM,4.2,515 Reviews,Private,Los Angeles + 52 more,30 years old,10000+ employees
442,Bayer,4.4,514 Reviews,Public,Leverkusen + 104 more,157 years old,10000+ employees
443,Cromā,4.4,513 Reviews,Private,Mumbai + 33 more,14 years old,1001-5000 employees
444,Petrofac,4.2,512 Reviews,Private,London + 22 more,39 years old,10000+ employees
445,HCL Technologies BPO Ser...,3.6,509 Reviews,Private,Noida + 14 more,20 years old,10000+ employees
446,Fujitsu,3.8,509 Reviews,Private,Tokyo + 10 more,85 years old,10000+ employees
447,Narayana Educational Soc...,3.8,509 Reviews,Private,Hyderabad + 57 more,41 years old,10000+ employees
448,Columbia Asia,4.2,509 Reviews,Private,Selangor + 16 more,24 years old,10000+ employees
449,AIS Distribution Service...,3.9,507 Reviews,Public,Gurgaon + 34 more,22 years old,10000+ employees
450,Steel Strips Wheels,3.5,506 Reviews,Public,Chandigarh + 19 more,29 years old,10000+ employees
451,Persistent Systems,4.0,505 Reviews,Public,Pune + 4 more,30 years old,10000+ employees
452,ISS Facility Services,4.1,505 Reviews,Private,"Copenhagen,Denmark + 33 more",119 years old,10000+ employees
453,Magna Infotech,3.5,504 Reviews,Private,Bangalore + 39 more,23 years old,10000+ employees
454,Cybage,3.8,502 Reviews,Private,Pune + 3 more,25 years old,10000+ employees
455,Aarti Industries,4.1,502 Reviews,Public,Mumbai + 22 more,36 years old,1001-5000 employees
456,Synechron,3.3,501 Reviews,Private,New York + 4 more,19 years old,5001-10000 employees
457,Ivrcl Infrastructures & ...,4.3,501 Reviews,Public,Hyderabad + 51 more,33 years old,5001-10000 employees
458,Tata Chemicals,4.3,501 Reviews,Public,Mumbai + 67 more,81 years old,10000+ employees
459,Karvy Stock Broking,3.5,500 Reviews,Private,Hyderabad Telangana + 85 more,37 years old,10000+ employees
460,DISH TV,3.8,499 Reviews,Public,Noida + 91 more,17 years old,1001-5000 employees
461,Barclays,4.0,498 Reviews,Private,London + 17 more,330 years old,10000+ employees
462,Cavinkare,4.1,498 Reviews,Private,Chennai + 76 more,37 years old,10000+ employees
463,CSS Corp,3.7,497 Reviews,Private,California + 16 more,24 years old,10000+ employees
464,Quest Global,3.2,497 Reviews,Private,Singapore + 18 more,23 years old,10000+ employees
465,Societe Generale,3.8,494 Reviews,Private,Paris + 8 more,156 years old,10000+ employees
466,Apollo Munich Health Ins...,3.9,494 Reviews,Public,Gurgaon + 102 more,13 years old,5001-10000 employees
467,Medanta the Medicity,4.2,494 Reviews,Private,Gurgaon + 17 more,11 years old,1001-5000 employees
468,Lenskart,3.4,492 Reviews,Private,Delhi + 52 more,12 years old,1001-5000 employees
469,Unisys,3.4,491 Reviews,Private,Blue Bell + 5 more,34 years old,10000+ employees
470,Vfs Global Services,3.8,491 Reviews,Private,Mumbai + 16 more,19 years old,5001-10000 employees
471,Jindal Stainless,4.2,489 Reviews,Public,New Delhi + 25 more,50 years old,10000+ employees
472,Altisource,3.4,487 Reviews,Private,Bengaluru + 5 more,11 years old,5001-10000 employees
473,Innovsource Services,4.1,487 Reviews,Private,Mumbai + 75 more,16 years old,1001-5000 employees
474,Satin Creditcare Network,4.1,486 Reviews,Public,Gurugram + 95 more,30 years old,10000+ employees
475,Bajaj Motor,3.8,485 Reviews,Private,Gurugram + 36 more,34 years old,10000+ employees
476,Fluor Daniel India,4.1,484 Reviews,Private,Gurgaon + 17 more,25 years old,10000+ employees
477,Sitel,3.9,482 Reviews,Private,Miami + 10 more,35 years old,10000+ employees
478,AGS Health,4.0,482 Reviews,Private,New Jersey + 2 more,9 years old,10000+ employees
479,Optum,3.9,482 Reviews,Private,Minnesota + 7 more,14 years old,10000+ employees
480,Shriram City Union Finan...,3.9,479 Reviews,Public,Chennai + 170 more,34 years old,10000+ employees
481,Vardhman Textiles,4.2,478 Reviews,Public,Ludhiana + 34 more,58 years old,10000+ employees
482,Syngene International,4.0,478 Reviews,Public,Bangalore + 7 more,27 years old,1001-5000 employees
483,HDFC Securities,3.5,477 Reviews,Public,Mumbai + 98 more,20 years old,10000+ employees
484,Sharekhan,4.1,475 Reviews,Public,Mumbai + 83 more,20 years old,1001-5000 employees
485,Aptara,3.5,475 Reviews,Private,Falls Church + 10 more,32 years old,5001-10000 employees
